uid,iid,rating,time,timestamp
2948,5,3,2005-04-06,1112716800
2949,5,3,2005-05-12,1115827200
2950,5,5,2005-06-05,1117900800
2951,5,4,2005-06-23,1119456000
2952,5,5,2005-07-14,1121270400
2953,5,5,2005-08-16,1124121600
2954,5,5,2005-04-21,1114012800
2955,5,5,2005-05-02,1114963200
2956,5,4,2005-06-29,1119974400
2957,5,4,2005-10-12,1129046400
2958,5,5,2005-10-15,1129305600
2959,5,3,2005-07-27,1122393600
2960,5,2,2005-08-30,1125331200
2961,5,5,2004-11-15,1100448000
2962,5,3,2005-02-09,1107878400
575,5,1,2005-02-27,1109433600
2963,5,5,2005-05-26,1117036800
2964,5,4,2005-06-17,1118937600
2965,5,5,2005-10-10,1128873600
2966,5,5,2005-07-23,1122048000
2967,5,5,2004-12-19,1103385600
2968,5,5,2005-01-22,1106323200
2969,5,5,2005-12-27,1135612800
2970,5,4,2005-07-14,1121270400
2971,5,5,2005-07-26,1122307200
2972,5,5,2004-12-14,1102953600
2973,5,5,2004-12-21,1103558400
1024,5,1,2005-02-10,1107964800
2974,5,4,2005-02-11,1108051200
2975,5,4,2005-09-09,1126195200
2976,5,4,2005-10-30,1130601600
2977,5,5,2005-11-04,1131033600
2978,5,5,2005-07-13,1121184000
2979,5,3,2005-02-06,1107619200
2980,5,5,2005-02-18,1108656000
2981,5,4,2005-03-22,1111420800
2982,5,5,2005-04-13,1113321600
2983,5,1,2005-04-14,1113408000
2984,5,5,2005-10-25,1130169600
2985,5,2,2005-08-15,1124035200
94,5,1,2005-08-23,1124726400
2986,5,4,2004-11-23,1101139200
2987,5,5,2004-12-28,1104163200
2988,5,5,2005-02-11,1108051200
2989,5,2,2005-04-01,1112284800
2990,5,5,2005-04-12,1113235200
2991,5,4,2005-04-17,1113667200
2992,5,4,2005-05-02,1114963200
2993,5,4,2005-05-12,1115827200
2994,5,4,2005-09-22,1127318400
2995,5,1,2005-09-25,1127577600
2996,5,3,2005-12-15,1134576000
2997,5,4,2005-12-21,1135094400
2998,5,5,2005-08-03,1122998400
2999,5,4,2005-08-25,1124899200
3000,5,5,2005-09-30,1128009600
3001,5,3,2005-12-20,1135008000
3002,5,1,2005-08-08,1123430400
3003,5,3,2005-08-26,1124985600
3004,5,5,2005-02-04,1107446400
3005,5,1,2005-02-09,1107878400
3006,5,2,2005-02-22,1109001600
3007,5,4,2005-07-18,1121616000
3008,5,5,2005-08-21,1124553600
1070,5,1,2005-03-17,1110988800
3009,5,2,2005-04-04,1112544000
1066,5,4,2005-05-14,1116000000
3010,5,4,2005-05-20,1116518400
3011,5,1,2005-06-25,1119628800
3012,5,1,2005-09-02,1125590400
3013,5,3,2004-12-18,1103299200
3014,5,5,2005-01-11,1105372800
102,5,1,2005-01-19,1106064000
3015,5,5,2005-01-19,1106064000
3016,5,5,2005-03-17,1110988800
3017,5,5,2005-05-16,1116172800
103,5,5,2005-10-31,1130688000
3018,5,4,2005-11-30,1133280000
3019,5,4,2004-12-03,1102003200
3020,5,5,2005-01-26,1106668800
3021,5,3,2005-02-26,1109347200
3022,5,5,2005-03-03,1109779200
3023,5,3,2005-03-14,1110729600
3024,5,5,2005-03-17,1110988800
3025,5,5,2005-05-02,1114963200
3026,5,5,2005-09-16,1126800000
3027,5,4,2005-11-20,1132416000
3028,5,5,2005-07-26,1122307200
3029,5,5,2005-08-30,1125331200
3030,5,5,2005-03-05,1109952000
3031,5,5,2005-04-01,1112284800
3032,5,4,2005-10-19,1129651200
3033,5,5,2004-12-01,1101830400
3034,5,5,2005-01-03,1104681600
3035,5,5,2005-01-08,1105113600
3036,5,3,2005-02-03,1107360000
3037,5,5,2005-04-15,1113494400
3038,5,5,2005-05-11,1115740800
3039,5,5,2005-05-27,1117123200
3040,5,5,2005-07-01,1120147200
3041,5,5,2005-07-03,1120320000
3042,5,2,2005-09-18,1126972800
3043,5,3,2005-07-19,1121702400
3044,5,3,2005-02-21,1108915200
3045,5,4,2005-09-10,1126281600
3046,5,5,2005-10-29,1130515200
589,5,1,2005-08-05,1123171200
3047,5,4,2005-02-24,1109174400
3048,5,5,2005-01-19,1106064000
3049,5,4,2005-01-20,1106150400
3050,5,4,2005-02-27,1109433600
3051,5,4,2005-03-07,1110124800
3052,5,4,2005-05-18,1116345600
3053,5,4,2005-05-24,1116864000
3054,5,4,2005-07-29,1122566400
3055,5,5,2005-02-10,1107964800
3056,5,4,2005-02-14,1108310400
3057,5,3,2005-03-22,1111420800
3058,5,5,2005-05-02,1114963200
3059,5,4,2005-05-30,1117382400
3060,5,5,2005-06-07,1118073600
3061,5,5,2005-06-15,1118764800
3062,5,1,2005-09-10,1126281600
3063,5,4,2005-07-21,1121875200
3064,5,4,2004-12-19,1103385600
3065,5,4,2005-01-04,1104768000
3066,5,5,2005-03-05,1109952000
3067,5,5,2005-05-26,1117036800
3068,5,4,2005-06-18,1119024000
3069,5,4,2005-10-18,1129564800
3070,5,3,2005-11-09,1131465600
3071,5,4,2005-08-29,1125244800
3072,5,4,2005-02-03,1107360000
3073,5,5,2005-02-10,1107964800
3074,5,5,2005-04-03,1112457600
3075,5,5,2005-05-25,1116950400
126,5,5,2005-09-15,1126713600
3076,5,3,2005-03-05,1109952000
3077,5,5,2005-06-12,1118505600
3078,5,2,2005-09-17,1126886400
3079,5,5,2005-10-03,1128268800
3080,5,4,2005-08-27,1125072000
3081,5,5,2005-01-20,1106150400
3082,5,5,2005-02-06,1107619200
3083,5,5,2005-02-23,1109088000
3084,5,5,2005-04-07,1112803200
3085,5,5,2005-06-13,1118592000
3086,5,4,2005-12-01,1133366400
3087,5,5,2005-12-09,1134057600
3088,5,1,2005-01-20,1106150400
3089,5,5,2005-02-20,1108828800
3090,5,4,2005-03-08,1110211200
3091,5,3,2005-05-27,1117123200
3092,5,5,2005-09-14,1126627200
3093,5,5,2005-07-21,1121875200
3094,5,5,2005-08-22,1124640000
3095,5,5,2005-08-25,1124899200
3096,5,3,2005-01-06,1104940800
3097,5,5,2005-01-11,1105372800
3098,5,4,2005-02-09,1107878400
3099,5,4,2005-02-25,1109260800
3100,5,5,2005-03-17,1110988800
3101,5,5,2005-11-05,1131120000
3102,5,5,2005-11-10,1131552000
3103,5,5,2005-01-24,1106496000
3104,5,4,2005-03-03,1109779200
3105,5,1,2005-03-19,1111161600
3106,5,5,2005-03-27,1111852800
3107,5,5,2005-01-08,1105113600
3108,5,5,2005-01-28,1106841600
3109,5,5,2005-06-20,1119196800
3110,5,3,2005-09-14,1126627200
3111,5,4,2005-08-31,1125417600
3112,5,4,2005-08-31,1125417600
3113,5,4,2004-12-13,1102867200
3114,5,4,2004-12-24,1103817600
3115,5,5,2004-12-30,1104336000
3116,5,5,2005-01-10,1105286400
3117,5,5,2005-06-10,1118332800
3118,5,5,2005-07-06,1120579200
3119,5,1,2005-08-05,1123171200
3120,5,2,2004-12-15,1103040000
3121,5,5,2005-01-30,1107014400
3122,5,5,2005-05-11,1115740800
3123,5,3,2005-06-30,1120060800
3124,5,4,2004-12-10,1102608000
3125,5,4,2004-12-23,1103731200
3126,5,5,2005-01-24,1106496000
3127,5,3,2005-06-28,1119888000
3128,5,5,2005-08-06,1123257600
3129,5,1,2005-02-26,1109347200
3130,5,2,2005-06-20,1119196800
3131,5,5,2005-07-10,1120924800
3132,5,4,2004-12-15,1103040000
3133,5,5,2005-01-10,1105286400
601,5,1,2005-01-30,1107014400
3134,5,5,2005-02-01,1107187200
3135,5,4,2005-02-28,1109520000
3136,5,4,2005-03-12,1110556800
3137,5,5,2005-04-10,1113062400
3138,5,5,2005-04-19,1113840000
3139,5,4,2005-07-14,1121270400
3140,5,3,2005-02-23,1109088000
3141,5,4,2005-02-23,1109088000
3142,5,5,2005-06-06,1117987200
3143,5,4,2005-09-21,1127232000
3144,5,1,2005-10-14,1129219200
3145,5,2,2005-08-26,1124985600
3146,5,4,2005-02-21,1108915200
3147,5,4,2005-03-25,1111680000
3148,5,4,2005-05-24,1116864000
3149,5,5,2005-10-14,1129219200
3150,5,4,2005-02-11,1108051200
3151,5,5,2005-03-19,1111161600
3152,5,3,2005-03-23,1111507200
3153,5,5,2005-06-08,1118160000
3154,5,3,2005-02-21,1108915200
3155,5,5,2005-03-04,1109865600
3156,5,4,2005-03-23,1111507200
3157,5,3,2005-07-03,1120320000
607,5,1,2005-08-14,1123948800
3158,5,5,2004-12-23,1103731200
3159,5,3,2005-01-26,1106668800
3160,5,5,2005-02-07,1107705600
3161,5,1,2005-03-22,1111420800
3162,5,5,2005-04-15,1113494400
3163,5,5,2005-07-18,1121616000
3164,5,2,2005-01-04,1104768000
3165,5,5,2005-01-04,1104768000
3166,5,5,2005-01-23,1106409600
3167,5,5,2005-02-17,1108569600
3168,5,4,2005-02-26,1109347200
3169,5,3,2005-03-14,1110729600
3170,5,5,2005-05-09,1115568000
3171,5,1,2005-05-23,1116777600
3172,5,5,2005-06-21,1119283200
3173,5,3,2005-10-11,1128960000
3174,5,1,2005-11-23,1132675200
3175,5,4,2004-12-21,1103558400
3176,5,5,2005-01-05,1104854400
179,5,3,2005-04-13,1113321600
3177,5,4,2004-12-27,1104076800
3178,5,5,2005-01-19,1106064000
3179,5,5,2005-01-22,1106323200
3180,5,2,2005-05-19,1116432000
3181,5,4,2005-11-09,1131465600
3182,5,1,2005-07-18,1121616000
3183,5,1,2005-08-23,1124726400
3184,5,2,2005-01-19,1106064000
3185,5,4,2005-03-06,1110038400
3186,5,5,2005-04-15,1113494400
3187,5,5,2005-09-11,1126368000
3188,5,1,2005-12-01,1133366400
3189,5,5,2005-07-05,1120492800
3190,5,4,2004-11-22,1101052800
3191,5,5,2004-11-29,1101657600
3192,5,1,2005-06-11,1118419200
3193,5,4,2005-06-14,1118678400
3194,5,3,2005-09-08,1126108800
3195,5,4,2005-10-02,1128182400
3196,5,4,2005-12-05,1133712000
3197,5,5,2005-03-18,1111075200
3198,5,4,2005-03-20,1111248000
612,5,1,2005-04-23,1114185600
3199,5,5,2004-11-26,1101398400
3200,5,5,2005-02-18,1108656000
195,5,4,2005-06-26,1119715200
3201,5,3,2005-09-27,1127750400
3202,5,1,2005-10-03,1128268800
3203,5,4,2005-08-09,1123516800
3204,5,5,2005-11-28,1133107200
3205,5,4,2005-08-26,1124985600
3206,5,5,2004-11-19,1100793600
3207,5,3,2004-12-06,1102262400
3208,5,5,2005-01-19,1106064000
3209,5,4,2005-02-16,1108483200
3210,5,2,2005-03-04,1109865600
3211,5,5,2005-03-11,1110470400
3212,5,4,2005-12-10,1134144000
3213,5,3,2005-07-24,1122134400
3214,5,4,2005-08-10,1123603200
3215,5,5,2005-02-19,1108742400
3216,5,4,2004-11-29,1101657600
3217,5,5,2005-01-19,1106064000
3218,5,3,2005-01-24,1106496000
3219,5,5,2005-02-02,1107273600
3220,5,4,2005-04-25,1114358400
3221,5,4,2005-05-23,1116777600
3222,5,4,2005-05-30,1117382400
3223,5,5,2005-06-09,1118246400
3224,5,4,2005-12-06,1133798400
3225,5,2,2005-08-25,1124899200
3226,5,2,2005-02-03,1107360000
3227,5,4,2005-02-21,1108915200
3228,5,4,2005-08-26,1124985600
3229,5,5,2004-12-06,1102262400
3230,5,5,2005-01-24,1106496000
3231,5,4,2005-01-24,1106496000
3232,5,4,2005-01-29,1106928000
3233,5,4,2005-10-09,1128787200
3234,5,4,2005-07-09,1120838400
3235,5,5,2005-02-08,1107792000
3236,5,5,2005-03-07,1110124800
3237,5,3,2005-04-29,1114704000
3238,5,5,2005-06-28,1119888000
3239,5,5,2005-09-12,1126454400
3240,5,4,2005-11-29,1133193600
3241,5,5,2004-11-23,1101139200
3242,5,5,2005-02-26,1109347200
3243,5,5,2005-03-24,1111593600
3244,5,3,2005-03-28,1111939200
3245,5,4,2005-11-01,1130774400
3246,5,5,2005-11-24,1132761600
3247,5,5,2005-08-03,1122998400
3248,5,4,2004-12-02,1101916800
3249,5,4,2005-02-20,1108828800
3250,5,4,2005-03-15,1110816000
3251,5,5,2005-05-10,1115654400
3252,5,3,2005-05-26,1117036800
3253,5,3,2005-08-19,1124380800
3254,5,5,2005-01-13,1105545600
3255,5,5,2005-02-20,1108828800
3256,5,1,2005-09-26,1127664000
217,5,5,2005-10-13,1129132800
3257,5,5,2005-10-31,1130688000
3258,5,5,2004-12-31,1104422400
3259,5,4,2005-06-20,1119196800
3260,5,4,2005-07-24,1122134400
3261,5,5,2004-12-21,1103558400
3262,5,5,2004-11-21,1100966400
3263,5,5,2005-02-14,1108310400
3264,5,4,2005-04-26,1114444800
3265,5,4,2005-01-24,1106496000
3266,5,4,2005-05-03,1115049600
3267,5,2,2005-09-14,1126627200
3268,5,3,2005-09-07,1126022400
3269,5,3,2005-02-06,1107619200
3270,5,5,2005-06-17,1118937600
3271,5,4,2005-07-28,1122480000
3272,5,5,2005-09-10,1126281600
3273,5,5,2005-02-28,1109520000
3274,5,4,2005-03-26,1111766400
3275,5,5,2005-10-25,1130169600
3276,5,4,2005-08-15,1124035200
3277,5,4,2005-03-03,1109779200
3278,5,4,2005-03-15,1110816000
3279,5,5,2005-06-23,1119456000
1596,5,1,2005-08-30,1125331200
3280,5,5,2005-01-20,1106150400
3281,5,1,2005-02-09,1107878400
3282,5,5,2005-06-24,1119542400
3283,5,4,2005-09-13,1126540800
3284,5,1,2005-07-06,1120579200
3285,5,4,2005-07-31,1122739200
3286,5,4,2005-09-30,1128009600
3287,5,5,2005-01-28,1106841600
3288,5,1,2005-08-24,1124812800
3289,5,5,2005-01-04,1104768000
3290,5,4,2005-01-04,1104768000
3291,5,3,2005-01-20,1106150400
3292,5,3,2005-01-25,1106582400
3293,5,5,2005-02-06,1107619200
3294,5,4,2005-02-28,1109520000
3295,5,1,2005-11-27,1133020800
3296,5,4,2005-07-11,1121011200
3297,5,5,2005-07-11,1121011200
3298,5,4,2005-07-12,1121097600
3299,5,5,2005-01-31,1107100800
3300,5,2,2005-02-25,1109260800
3301,5,1,2005-03-22,1111420800
3302,5,5,2005-05-06,1115308800
3303,5,4,2005-03-08,1110211200
3304,5,4,2005-06-24,1119542400
3305,5,5,2005-09-18,1126972800
3306,5,5,2005-10-04,1128355200
3307,5,4,2005-10-10,1128873600
3308,5,4,2005-10-28,1130428800
3309,5,5,2005-10-28,1130428800
3310,5,5,2005-08-01,1122825600
3311,5,5,2004-11-23,1101139200
3312,5,5,2004-12-14,1102953600
3313,5,5,2005-05-20,1116518400
3314,5,4,2005-06-15,1118764800
3315,5,5,2005-07-02,1120233600
1634,5,3,2005-07-02,1120233600
3316,5,5,2005-09-09,1126195200
3317,5,3,2005-10-20,1129737600
3318,5,5,2004-11-18,1100707200
3319,5,5,2005-02-02,1107273600
3320,5,5,2005-02-28,1109520000
3321,5,1,2005-03-22,1111420800
3322,5,4,2005-09-27,1127750400
3323,5,1,2005-11-18,1132243200
3324,5,4,2005-08-14,1123948800
3325,5,4,2005-01-11,1105372800
3326,5,4,2005-02-26,1109347200
3327,5,4,2005-11-15,1131984000
3328,5,5,2005-12-01,1133366400
3329,5,4,2005-03-17,1110988800
252,5,3,2005-04-18,1113753600
3330,5,5,2005-10-07,1128614400
3331,5,5,2005-11-25,1132848000
3332,5,1,2005-12-05,1133712000
3333,5,5,2005-07-22,1121961600
3334,5,1,2005-08-24,1124812800
3335,5,4,2004-12-17,1103212800
3336,5,3,2004-12-21,1103558400
3337,5,5,2005-03-09,1110297600
3338,5,5,2005-04-16,1113580800
3339,5,5,2005-04-28,1114617600
3340,5,1,2005-10-23,1129996800
3341,5,5,2005-12-17,1134748800
3342,5,4,2005-07-05,1120492800
3343,5,5,2004-11-18,1100707200
3344,5,5,2005-03-03,1109779200
3345,5,5,2005-12-20,1135008000
3346,5,4,2005-09-08,1126108800
3347,5,5,2005-01-24,1106496000
3348,5,4,2005-02-06,1107619200
3349,5,5,2005-02-22,1109001600
3350,5,5,2005-04-21,1114012800
3351,5,4,2005-05-07,1115395200
3352,5,5,2005-09-27,1127750400
3353,5,5,2005-10-11,1128960000
3354,5,5,2004-12-24,1103817600
3355,5,4,2005-04-22,1114099200
3356,5,5,2005-06-18,1119024000
276,5,4,2005-09-09,1126195200
3357,5,4,2004-12-25,1103904000
3358,5,3,2005-03-04,1109865600
272,5,4,2005-03-20,1111248000
3359,5,5,2005-06-09,1118246400
3360,5,5,2005-09-11,1126368000
3361,5,1,2005-10-09,1128787200
632,5,1,2005-11-10,1131552000
3362,5,5,2005-12-22,1135180800
3363,5,2,2005-09-24,1127491200
3364,5,5,2005-08-14,1123948800
3365,5,5,2004-12-20,1103472000
3366,5,4,2005-01-04,1104768000
3367,5,4,2005-03-04,1109865600
3368,5,5,2005-11-11,1131638400
3369,5,5,2004-11-22,1101052800
3370,5,5,2005-01-01,1104508800
3371,5,5,2005-04-21,1114012800
3372,5,5,2005-05-26,1117036800
3373,5,5,2005-05-31,1117468800
3374,5,5,2005-06-08,1118160000
3375,5,5,2005-06-20,1119196800
3376,5,5,2005-11-08,1131379200
3377,5,4,2005-08-25,1124899200
3378,5,4,2004-12-24,1103817600
3379,5,4,2005-02-15,1108396800
3380,5,3,2005-05-24,1116864000
3381,5,5,2005-09-16,1126800000
3382,5,5,2005-10-21,1129824000
3383,5,1,2005-09-04,1125763200
3384,5,5,2005-01-07,1105027200
3385,5,4,2005-01-19,1106064000
3386,5,5,2005-01-30,1107014400
3387,5,3,2005-03-26,1111766400
3388,5,5,2005-03-28,1111939200
3389,5,4,2005-09-14,1126627200
289,5,1,2005-07-24,1122134400
3390,5,1,2005-08-21,1124553600
3391,5,5,2005-08-31,1125417600
3392,5,2,2004-12-30,1104336000
3393,5,4,2005-01-25,1106582400
1796,5,2,2005-11-25,1132848000
3394,5,5,2005-07-05,1120492800
3395,5,5,2004-11-29,1101657600
3396,5,5,2004-12-19,1103385600
3397,5,4,2004-12-28,1104163200
3398,5,5,2005-01-06,1104940800
3399,5,5,2005-03-01,1109606400
3400,5,5,2005-03-18,1111075200
3401,5,5,2005-06-16,1118851200
3402,5,4,2005-06-23,1119456000
3403,5,5,2005-11-13,1131811200
3404,5,4,2005-12-18,1134835200
3405,5,3,2005-07-07,1120665600
3406,5,4,2005-07-17,1121529600
3407,5,4,2004-11-29,1101657600
3408,5,5,2004-12-22,1103644800
3409,5,3,2005-09-12,1126454400
3410,5,4,2004-12-20,1103472000
638,5,1,2005-02-03,1107360000
3411,5,4,2005-02-03,1107360000
3412,5,3,2005-02-13,1108224000
1825,5,1,2005-06-17,1118937600
3413,5,1,2005-09-19,1127059200
3414,5,5,2005-10-17,1129478400
3415,5,5,2005-08-20,1124467200
3416,5,5,2004-12-27,1104076800
3417,5,4,2005-01-03,1104681600
3418,5,5,2005-03-07,1110124800
3419,5,5,2005-03-10,1110384000
3420,5,5,2005-03-11,1110470400
3421,5,5,2005-02-01,1107187200
3422,5,5,2005-02-10,1107964800
3423,5,5,2005-02-14,1108310400
3424,5,5,2005-03-08,1110211200
3425,5,4,2005-03-28,1111939200
3426,5,1,2005-11-25,1132848000
3427,5,2,2005-01-12,1105459200
3428,5,4,2005-01-13,1105545600
3429,5,5,2005-04-04,1112544000
3430,5,5,2005-04-29,1114704000
3431,5,5,2005-05-16,1116172800
3432,5,5,2005-06-26,1119715200
3433,5,5,2005-06-28,1119888000
3434,5,4,2005-07-19,1121702400
3435,5,5,2005-08-15,1124035200
3436,5,3,2005-08-20,1124467200
3437,5,4,2005-06-03,1117728000
1868,5,3,2005-09-18,1126972800
3438,5,5,2004-12-02,1101916800
3439,5,5,2005-02-10,1107964800
3440,5,3,2005-04-06,1112716800
3441,5,4,2005-09-25,1127577600
3442,5,4,2005-11-15,1131984000
3443,5,5,2004-11-20,1100880000
3444,5,4,2005-02-01,1107187200
3445,5,5,2005-02-21,1108915200
3446,5,5,2005-03-07,1110124800
3447,5,5,2005-04-18,1113753600
1893,5,4,2005-05-11,1115740800
3448,5,5,2005-05-29,1117296000
3449,5,4,2005-06-20,1119196800
3450,5,4,2005-07-11,1121011200
310,5,1,2005-07-15,1121356800
3451,5,3,2005-03-24,1111593600
3452,5,3,2005-03-04,1109865600
3453,5,3,2005-03-16,1110902400
3454,5,3,2005-06-09,1118246400
3455,5,3,2005-08-23,1124726400
1919,5,2,2005-09-07,1126022400
3456,5,3,2004-12-19,1103385600
3457,5,5,2004-12-30,1104336000
3458,5,2,2005-01-07,1105027200
3459,5,5,2005-01-19,1106064000
3460,5,4,2005-03-10,1110384000
3461,5,5,2005-04-06,1112716800
3462,5,4,2005-05-30,1117382400
3463,5,5,2004-12-23,1103731200
3464,5,5,2005-01-09,1105200000
3465,5,5,2005-02-10,1107964800
3466,5,3,2005-03-07,1110124800
3467,5,4,2005-03-14,1110729600
3468,5,5,2005-03-15,1110816000
3469,5,2,2005-04-12,1113235200
3470,5,1,2005-04-26,1114444800
3471,5,2,2005-06-26,1119715200
3472,5,1,2005-06-29,1119974400
3473,5,4,2005-09-12,1126454400
3474,5,5,2005-08-28,1125158400
3475,5,2,2005-01-26,1106668800
3476,5,4,2005-08-24,1124812800
3477,5,5,2004-12-30,1104336000
3478,5,5,2005-01-06,1104940800
3479,5,5,2005-01-19,1106064000
3480,5,3,2005-01-24,1106496000
3481,5,5,2005-09-23,1127404800
3482,5,5,2005-07-25,1122220800
3483,5,1,2005-07-28,1122480000
3484,5,4,2005-08-03,1122998400
3485,5,5,2005-12-01,1133366400
3486,5,4,2005-01-27,1106755200
3487,5,5,2005-01-27,1106755200
3488,5,4,2005-01-07,1105027200
3489,5,3,2005-01-13,1105545600
3490,5,4,2005-09-13,1126540800
3491,5,5,2005-10-08,1128700800
328,5,1,2004-12-15,1103040000
3492,5,1,2005-01-25,1106582400
3493,5,5,2005-03-04,1109865600
3494,5,5,2005-05-13,1115913600
3495,5,5,2005-06-16,1118851200
3496,5,1,2005-06-17,1118937600
3497,5,5,2005-06-24,1119542400
3498,5,4,2005-10-11,1128960000
3499,5,5,2005-08-04,1123084800
3500,5,5,2005-08-04,1123084800
3501,5,4,2004-12-27,1104076800
3502,5,5,2005-02-02,1107273600
3503,5,1,2005-02-24,1109174400
3504,5,4,2005-03-01,1109606400
3505,5,5,2005-03-16,1110902400
3506,5,3,2005-04-04,1112544000
3507,5,3,2005-11-13,1131811200
3508,5,3,2005-07-07,1120665600
3509,5,5,2005-07-24,1122134400
3510,5,4,2004-12-16,1103126400
3511,5,1,2005-01-07,1105027200
3512,5,3,2005-05-31,1117468800
3513,5,4,2005-10-06,1128528000
3514,5,5,2005-11-24,1132761600
650,5,2,2005-08-11,1123689600
3515,5,5,2004-12-14,1102953600
3516,5,4,2005-03-16,1110902400
338,5,5,2005-03-21,1111334400
2014,5,1,2005-05-19,1116432000
3517,5,4,2005-09-07,1126022400
3518,5,5,2005-01-30,1107014400
3519,5,5,2005-03-09,1110297600
3520,5,5,2005-03-18,1111075200
651,5,1,2005-11-18,1132243200
3521,5,1,2005-04-19,1113840000
3522,5,5,2005-10-14,1129219200
3523,5,5,2005-02-22,1109001600
3524,5,4,2005-03-21,1111334400
3525,5,1,2005-09-29,1127923200
3526,5,2,2005-07-11,1121011200
3527,5,3,2005-07-18,1121616000
3528,5,5,2005-04-08,1112889600
3529,5,5,2005-05-17,1116259200
3530,5,5,2005-06-22,1119369600
3531,5,5,2005-10-06,1128528000
3532,5,5,2005-11-27,1133020800
3533,5,4,2005-08-19,1124380800
3534,5,5,2005-02-01,1107187200
3535,5,4,2005-05-28,1117209600
3536,5,4,2005-07-05,1120492800
3537,5,1,2005-09-08,1126108800
3538,5,4,2005-10-26,1130256000
3539,5,3,2005-03-06,1110038400
3540,5,5,2005-06-21,1119283200
3541,5,3,2005-08-08,1123430400
3542,5,5,2005-08-17,1124208000
3543,5,5,2005-01-10,1105286400
3544,5,5,2005-02-21,1108915200
3545,5,4,2005-05-24,1116864000
3546,5,3,2005-06-10,1118332800
3547,5,5,2005-03-04,1109865600
3548,5,4,2005-05-24,1116864000
3549,5,5,2005-07-04,1120406400
3550,5,4,2005-10-06,1128528000
3551,5,5,2005-10-24,1130083200
3552,5,5,2005-12-29,1135785600
3553,5,5,2005-01-28,1106841600
3554,5,5,2005-01-29,1106928000
3555,5,3,2005-02-21,1108915200
3556,5,4,2005-03-11,1110470400
3557,5,5,2005-06-14,1118678400
3558,5,5,2005-10-10,1128873600
3559,5,4,2005-07-10,1120924800
3560,5,4,2005-01-20,1106150400
3561,5,5,2005-05-13,1115913600
3562,5,5,2005-06-15,1118764800
3563,5,2,2005-10-02,1128182400
3564,5,4,2005-10-25,1130169600
3565,5,5,2005-07-21,1121875200
3566,5,5,2005-02-28,1109520000
3567,5,5,2005-01-02,1104595200
3568,5,1,2005-01-23,1106409600
3569,5,3,2005-03-28,1111939200
3570,5,4,2005-05-13,1115913600
3571,5,5,2005-10-25,1130169600
3572,5,2,2005-07-28,1122480000
3573,5,5,2005-04-02,1112371200
3574,5,5,2005-05-05,1115222400
3575,5,4,2005-06-16,1118851200
3576,5,5,2005-09-17,1126886400
3577,5,5,2005-10-22,1129910400
3578,5,1,2005-09-05,1125849600
3579,5,5,2005-01-19,1106064000
3580,5,2,2005-01-29,1106928000
3581,5,2,2005-02-05,1107532800
3582,5,5,2005-04-06,1112716800
3583,5,5,2005-10-27,1130342400
3584,5,1,2005-12-23,1135267200
3585,5,4,2005-08-17,1124208000
3586,5,5,2004-12-28,1104163200
3587,5,5,2005-01-03,1104681600
3588,5,5,2005-01-04,1104768000
3589,5,5,2005-01-19,1106064000
3590,5,5,2005-09-24,1127491200
3591,5,5,2005-01-09,1105200000
3592,5,4,2005-01-28,1106841600
383,5,1,2005-01-31,1107100800
3593,5,3,2005-06-15,1118764800
3594,5,5,2005-02-23,1109088000
3595,5,3,2005-05-19,1116432000
3596,5,5,2005-05-26,1117036800
3597,5,5,2005-07-02,1120233600
3598,5,5,2005-07-05,1120492800
3599,5,5,2005-07-14,1121270400
3600,5,5,2004-12-29,1104249600
3601,5,5,2005-04-19,1113840000
3602,5,5,2005-07-02,1120233600
3603,5,4,2005-12-28,1135699200
395,5,5,2005-01-20,1106150400
3604,5,4,2005-04-05,1112630400
3605,5,4,2005-05-02,1114963200
3606,5,4,2005-05-18,1116345600
3607,5,5,2005-05-23,1116777600
3608,5,5,2004-12-28,1104163200
3609,5,5,2005-01-19,1106064000
3610,5,5,2005-02-26,1109347200
3611,5,3,2005-03-01,1109606400
3612,5,3,2005-10-12,1129046400
3613,5,2,2005-11-22,1132588800
3614,5,5,2004-12-24,1103817600
3615,5,5,2005-01-20,1106150400
3616,5,5,2005-01-22,1106323200
3617,5,1,2005-09-10,1126281600
3618,5,3,2005-11-30,1133280000
3619,5,1,2005-08-23,1124726400
3620,5,4,2005-09-26,1127664000
3621,5,1,2005-09-02,1125590400
3622,5,1,2004-12-20,1103472000
3623,5,5,2005-01-19,1106064000
3624,5,3,2005-01-22,1106323200
3625,5,3,2005-05-02,1114963200
3626,5,5,2005-05-23,1116777600
3627,5,4,2005-05-30,1117382400
3628,5,4,2005-09-23,1127404800
3629,5,4,2005-08-29,1125244800
3630,5,4,2005-09-05,1125849600
3631,5,5,2005-01-19,1106064000
3632,5,5,2005-01-19,1106064000
3633,5,5,2005-02-02,1107273600
3634,5,4,2005-03-01,1109606400
3635,5,4,2005-03-04,1109865600
3636,5,2,2005-03-09,1110297600
3637,5,5,2005-10-27,1130342400
3638,5,5,2005-11-27,1133020800
3639,5,4,2005-07-18,1121616000
3640,5,5,2004-12-23,1103731200
3641,5,3,2005-03-22,1111420800
3642,5,5,2005-09-16,1126800000
3643,5,5,2005-01-11,1105372800
3644,5,5,2005-01-13,1105545600
3645,5,5,2005-01-19,1106064000
3646,5,1,2005-02-22,1109001600
3647,5,2,2005-07-02,1120233600
3648,5,1,2005-03-09,1110297600
